id,lang,accept_length,tag
29,hi,2.206896551724138,v2_flashinfer
30,hi,2.3703703703703702,v2_flashinfer
31,hi,2.6666666666666665,v2_flashinfer
32,hi,1.8823529411764706,v2_flashinfer
33,hi,2.064516129032258,v2_flashinfer
34,hi,2.4615384615384617,v2_flashinfer
35,hi,1.8823529411764706,v2_flashinfer
36,hi,2.4150943396226414,v2_flashinfer
37,hi,1.7777777777777777,v2_flashinfer
38,hi,1.7777777777777777,v2_flashinfer
39,hi,1.9104477611940298,v2_flashinfer
40,hi,2.098360655737705,v2_flashinfer
41,hi,1.7534246575342465,v2_flashinfer
42,hi,1.8823529411764706,v2_flashinfer
43,hi,2.0317460317460316,v2_flashinfer
44,hi,2.098360655737705,v2_flashinfer
45,hi,2.245614035087719,v2_flashinfer
46,hi,2.1333333333333333,v2_flashinfer
47,hi,1.8028169014084507,v2_flashinfer
48,hi,2.098360655737705,v2_flashinfer
49,hi,2.0317460317460316,v2_flashinfer
0,gu,2.3703703703703702,v2_flashinfer
1,gu,2.6122448979591835,v2_flashinfer
2,gu,2.6666666666666665,v2_flashinfer
3,gu,2.1333333333333333,v2_flashinfer
4,gu,2.56,v2_flashinfer
5,gu,2.1333333333333333,v2_flashinfer
6,gu,2.6122448979591835,v2_flashinfer
7,gu,2.098360655737705,v2_flashinfer
8,gu,2.098360655737705,v2_flashinfer
9,gu,2.56,v2_flashinfer
10,gu,2.5098039215686274,v2_flashinfer
11,gu,2.169491525423729,v2_flashinfer
12,gu,2.3703703703703702,v2_flashinfer
13,gu,2.56,v2_flashinfer
14,gu,2.245614035087719,v2_flashinfer
15,gu,2.245614035087719,v2_flashinfer
16,gu,2.169491525423729,v2_flashinfer
17,gu,1.9104477611940298,v2_flashinfer
18,gu,1.9393939393939394,v2_flashinfer
19,gu,2.5098039215686274,v2_flashinfer
20,gu,2.3703703703703702,v2_flashinfer
21,gu,2.5098039215686274,v2_flashinfer
22,gu,2.327272727272727,v2_flashinfer
23,gu,2.4150943396226414,v2_flashinfer
24,gu,2.3703703703703702,v2_flashinfer
25,gu,2.5098039215686274,v2_flashinfer
26,gu,2.098360655737705,v2_flashinfer
27,gu,2.56,v2_flashinfer
28,gu,2.6666666666666665,v2_flashinfer
29,gu,2.5098039215686274,v2_flashinfer
30,gu,2.909090909090909,v2_flashinfer
31,gu,2.6666666666666665,v2_flashinfer
32,gu,2.4615384615384617,v2_flashinfer
33,gu,2.4150943396226414,v2_flashinfer
34,gu,2.909090909090909,v2_flashinfer
35,gu,2.4615384615384617,v2_flashinfer
36,gu,2.4615384615384617,v2_flashinfer
37,gu,2.4615384615384617,v2_flashinfer
38,gu,2.245614035087719,v2_flashinfer
39,gu,2.206896551724138,v2_flashinfer
40,gu,2.6122448979591835,v2_flashinfer
41,gu,2.206896551724138,v2_flashinfer
42,gu,2.098360655737705,v2_flashinfer
43,gu,2.245614035087719,v2_flashinfer
44,gu,2.4615384615384617,v2_flashinfer
45,gu,2.064516129032258,v2_flashinfer
46,gu,2.4615384615384617,v2_flashinfer
47,gu,2.782608695652174,v2_flashinfer
48,gu,2.4150943396226414,v2_flashinfer
49,gu,2.723404255319149,v2_flashinfer
